Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role
2023-2024,Alessio Zerbin,"FW,DF",Napoli,it Serie A,it ITA,24,7,1,150,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.35,0.29,-0.35,0.53,10.6,1.76,0.59,33.3,0.0,0.0,18.7,0.0,0.08,-0.12,41.8,37.1,4.71,0.59,0.0,2.94,0.0,32.9,78.9,458.2,78.2,17.6,21.2,83.3,10.6,12.4,85.7,1.18,2.35,50.0,2.35,0.59,1.18,1.18,1.76,0.59,4.12,0.59,0.0,0.59,0.0,2.94,2.35,0.0,0.0,0.0,0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.59,0.0,2.94,1.18,0.59,1.76,0.59,4.12,28.6,0.59,0.0,0.59,0.0,0.0,0.0,54.1,5.88,18.8,31.8,4.71,2.35,50.0,25.0,26.5,182.9,3.53,86.5,2.35,1.18,2.94,1.76,38.2,10.6,4.12,2.35,0.0,0.0,0.0,0.0,3.53,0.59,0.59,50.0,Inverted Winger
2023-2024,Alessio Zerbin,"DF,FW",Monza,it Serie A,it ITA,24,13,7,684,7.6,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.26,0.13,0.13,0.05,0.05,0.11,0.13,0.03,0.16,06.05,0.79,0.26,33.3,0.0,0.0,20.1,0.0,0.06,-0.05,37.1,30.0,7.11,0.92,0.13,1.45,0.0,28.7,77.3,557.9,152.9,10.9,12.4,88.3,13.6,15.9,85.1,3.95,6.84,57.7,1.58,1.97,1.58,1.18,2.63,0.0,04.08,1.58,0.13,0.92,0.0,3.82,2.5,0.13,0.26,0.53,0.39,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,2.37,1.32,1.71,0.26,0.39,1.71,30.8,2.11,0.39,1.71,0.39,0.66,0.0,49.5,11.6,19.7,18.8,2.37,04.08,41.9,51.6,27.0,186.4,2.24,88.8,2.5,0.66,1.97,0.92,29.5,06.05,2.37,1.71,0.0,0.0,0.0,0.0,5.26,0.26,1.32,16.7,Inverted Winger
2023-2024,Robin Zentner,GK,Mainz 05,de Bundesliga,de GER,28,30,30,"2,7",30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,12.3,0.0,0.01,0.00,34.8,25.7,8.9,3.0,0.0,0.07,0.2,22.1,63.4,685.3,528.2,3.87,3.9,99.1,8.7,8.97,97.0,9.43,21.6,43.7,0.03,0.7,0.0,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.33,0.27,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.17,40.0,0.03,0.0,0.03,0.03,0.63,0.03,37.4,36.6,0.77,0.1,0.1,0.03,100.0,0.0,20.3,117.4,0.0,61.9,0.0,0.0,0.03,0.0,16.8,0.0,0.03,0.13,0.0,0.0,0.03,0.0,1.2,0.3,0.03,90.0,Sweeper Keeper
2023-2024,Jordan Zemura,DF,Udinese,it Serie A,zw ZIM,23,27,10,"1,038",11.5,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.07,0.07,0.03,0.03,-0.03,0.1,4.52,0.43,0.26,60.0,0.2,0.33,13.0,0.0,0.16,0.02,30.1,25.8,4.17,0.35,0.0,0.96,0.09,21.0,69.9,304.3,133.8,13.4,15.5,86.5,6.0,9.48,63.3,0.96,2.87,33.3,0.7,2.0,0.61,0.26,2.78,0.09,1.83,0.0,0.0,0.0,0.0,1.65,0.96,0.26,0.09,0.09,0.17,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,02.09,1.39,1.13,0.61,0.35,1.65,57.9,0.43,0.09,0.35,1.13,1.83,0.0,41.1,9.74,17.1,15.0,2.17,1.91,59.1,36.4,23.0,145.9,2.0,70.4,1.39,0.78,2.35,1.22,23.7,4.52,1.3,1.3,0.0,0.0,0.0,0.0,3.57,0.78,0.87,47.4,Wing-Back
2023-2024,Mehdi Zeffane,"DF,MF",Clermont Foot,fr Ligue 1,dz ALG,31,23,15,"1,231",13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.1,0.03,0.06,-0.03,0.13,3.5,1.39,0.07,5.3,0.0,0.0,19.3,0.07,0.08,-0.10,48.6,41.9,6.57,0.88,0.22,0.8,0.15,36.5,75.1,622.0,236.3,17.4,20.7,84.5,15.0,19.6,76.9,3.43,6.79,50.5,0.66,3.14,0.36,0.22,3.87,0.15,03.07,0.29,0.07,0.0,0.0,1.75,1.31,0.15,0.0,0.22,0.07,0.0,0.22,0.07,0.07,0.0,0.0,0.07,0.0,2.26,1.46,1.24,0.8,0.22,2.48,50.0,01.02,0.22,0.8,1.17,2.48,0.0,59.6,16.7,30.2,13.1,1.24,0.73,20.0,80.0,39.2,188.5,01.02,81.2,01.09,0.15,1.17,0.29,36.6,3.5,0.95,0.51,0.15,0.07,0.0,0.0,4.67,0.51,0.95,35.0,Wing-Back
2023-2024,Oier Zarraga,MF,Udinese,it Serie A,es ESP,24,15,4,404,4.5,0.44,0.0,0.44,0.44,0.45,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.02,0.0,0.13,2.22,1.33,0.44,33.3,0.33,1.0,19.7,0.0,0.1,0.31,25.3,24.7,0.67,0.22,0.0,0.44,0.0,20.4,80.7,327.6,108.4,12.0,12.9,93.1,6.89,8.67,79.5,1.56,3.11,50.0,0.44,2.0,0.22,0.0,1.78,0.0,1.11,0.22,0.0,0.22,0.0,1.33,1.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.44,0.22,0.0,1.11,20.0,1.11,0.44,0.67,1.11,3.56,0.22,36.9,12.7,16.7,7.56,1.11,0.44,50.0,50.0,15.6,75.3,1.11,43.8,0.89,0.44,1.56,0.67,20.0,2.22,0.67,0.67,0.0,0.0,0.0,0.0,2.67,0.67,0.67,50.0,Ball Winning Midfielder
2023-2024,Anass Zaroury,"FW,MF",Burnley,eng Premier League,ma MAR,22,6,1,152,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.12,0.12,0.0,0.06,0.0,0.12,07.06,1.76,0.59,33.3,0.0,0.0,20.9,0.0,0.06,-0.12,41.2,38.2,2.94,0.0,0.0,2.35,0.0,25.3,61.4,420.0,70.6,13.5,18.2,74.2,7.65,12.4,61.9,3.53,6.47,54.5,1.18,1.18,1.18,0.59,1.18,0.0,6.47,2.35,1.18,1.18,0.0,1.18,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.0,0.0,2.35,0.0,1.18,0.0,1.18,0.0,0.59,0.59,51.2,07.06,22.9,21.8,2.35,3.53,33.3,50.0,35.3,212.9,1.18,53.5,1.18,0.0,1.76,1.18,40.0,07.06,2.35,1.76,0.0,0.0,0.0,0.0,4.71,0.0,0.59,0.0,Inverted Winger
2023-2024,Bryan Zaragoza,"FW,MF",Bayern Munich,de Bundesliga,es ESP,22,7,1,183,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.1,0.2,-0.1,0.35,14.0,3.5,2.0,57.1,0.0,0.0,15.4,0.0,0.07,-0.25,41.0,39.0,2.0,0.0,0.0,3.0,0.0,30.0,73.2,497.5,125.0,17.5,20.5,85.4,9.5,12.5,76.0,3.0,6.0,50.0,2.0,1.5,3.0,1.0,4.5,1.0,5.0,1.0,0.0,0.5,0.0,3.5,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.5,0.5,1.5,100.0,0.0,0.0,0.0,1.0,0.0,0.0,58.5,4.0,23.0,32.5,7.5,8.0,50.0,50.0,39.0,338.0,7.0,234.5,5.5,3.0,1.5,2.0,48.0,14.0,1.0,0.5,0.5,0.0,0.0,0.0,2.0,0.5,0.0,100.0,Inverted Winger
2023-2024,Bryan Zaragoza,"MF,FW",Granada,es La Liga,es ESP,22,21,18,"1,638",18.2,0.33,0.11,0.44,0.27,0.38,0.05,0.05,0.27,0.0,0.0,0.21,0.16,0.18,0.23,-0.07,0.35,6.98,1.81,0.99,54.5,0.15,0.28,17.7,0.05,0.09,0.11,24.4,22.5,1.7,0.82,0.22,1.48,0.22,13.6,55.9,214.8,79.5,7.58,9.67,78.4,4.12,7.8,52.8,1.21,04.01,30.1,1.21,0.66,1.59,0.88,1.98,0.05,5.38,0.55,0.05,0.0,0.0,3.79,1.81,0.44,0.88,0.22,0.38,0.05,0.27,0.11,0.05,0.05,0.0,0.05,0.0,0.99,0.49,0.44,0.33,0.22,1.26,34.8,0.49,0.0,0.49,0.16,0.16,0.0,37.4,3.68,13.3,21.2,04.07,07.09,41.1,50.4,26.5,237.3,5.49,131.5,3.35,02.03,2.91,0.6,27.5,6.98,0.66,1.81,0.77,0.05,0.0,0.0,03.08,0.22,0.49,30.8,Inverted Winger
2023-2024,Davide Zappacosta,DF,Atalanta,it Serie A,it ITA,31,31,23,"1,867",20.7,0.1,0.05,0.14,0.1,0.14,0.0,0.0,0.24,0.0,0.0,0.11,0.11,0.07,0.08,-0.02,0.18,6.38,1.79,0.48,27.0,0.05,0.2,17.1,0.0,0.06,-0.01,50.7,41.4,9.23,0.63,0.0,1.35,0.05,42.6,84.0,634.4,193.4,25.4,27.8,91.3,13.9,16.5,84.5,2.42,3.72,64.9,0.82,2.22,1.4,0.68,3.77,0.1,3.67,0.48,0.19,0.19,0.0,2.37,1.45,0.19,0.19,0.53,0.0,0.0,0.29,0.14,0.05,0.0,0.1,0.0,0.0,1.45,0.97,0.72,0.48,0.24,1.64,47.1,1.4,0.19,1.21,0.24,0.92,0.0,60.3,13.1,23.6,24.2,2.22,02.03,40.5,54.8,32.9,188.9,3.24,96.7,1.59,0.68,1.3,0.72,39.6,6.38,1.26,0.72,0.1,0.0,0.0,0.0,4.78,0.43,0.63,40.9,Wing-Back
2023-2024,Gabriele Zappa,DF,Cagliari,it Serie A,it ITA,23,38,25,"2,561",28.5,0.04,0.11,0.14,0.04,0.14,0.0,0.0,0.07,0.0,0.0,0.05,0.05,0.12,0.08,-0.01,0.17,2.95,0.67,0.18,26.3,0.05,0.2,18.7,0.0,0.08,-0.02,49.0,39.3,9.61,01.09,0.07,1.47,0.14,35.9,73.3,605.2,290.8,18.0,20.6,87.5,13.8,17.8,77.6,3.3,7.72,42.7,0.84,2.91,0.98,0.67,3.47,0.18,2.7,0.0,0.0,0.0,0.0,2.11,1.65,0.11,0.04,0.18,0.07,0.07,0.21,0.11,0.04,0.0,0.04,0.04,0.0,1.89,01.09,01.02,0.56,0.32,1.44,70.7,01.02,0.18,0.84,0.7,2.63,0.07,58.6,19.6,25.6,13.8,1.16,0.95,33.3,59.3,28.6,140.0,1.23,70.7,01.02,0.07,01.05,0.28,33.3,2.95,0.74,0.53,0.0,0.0,0.0,0.0,3.82,0.67,1.12,37.3,Wing-Back
2023-2024,Duván Zapata,FW,Atalanta,it Serie A,co COL,32,2,2,112,1.2,0.83,0.0,0.83,0.83,0.8,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.08,0.08,-0.08,0.42,10.8,4.17,1.67,40.0,0.2,0.5,12.3,0.0,0.08,0.50,41.7,39.2,2.5,0.83,0.0,3.33,0.0,30.0,72.0,327.5,26.7,21.7,24.2,89.7,5.83,10.0,58.3,0.0,0.83,0.0,1.67,0.0,0.83,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,3.33,2.5,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.83,0.0,54.2,2.5,22.5,29.2,8.33,2.5,66.7,33.3,39.2,171.7,2.5,58.3,0.83,1.67,4.17,0.0,41.7,10.8,0.83,3.33,0.83,0.0,0.0,0.0,5.0,4.17,4.17,50.0,Pressing Forward
2023-2024,Duván Zapata,FW,Torino,it Serie A,co COL,32,35,34,"2,88",32.0,0.38,0.13,0.5,0.38,0.5,0.0,0.0,0.06,0.0,0.0,0.34,0.34,0.09,0.05,0.03,0.43,7.56,03.09,1.19,38.4,0.12,0.32,13.3,0.0,0.11,0.03,23.5,22.1,1.22,0.06,0.03,0.97,0.19,15.4,65.4,223.3,36.1,09.03,12.3,73.5,4.34,6.63,65.6,1.0,1.78,56.1,0.84,0.97,0.41,0.0,1.63,0.25,1.56,0.0,0.0,0.0,0.0,2.34,1.66,0.0,0.25,0.16,0.28,0.0,0.19,0.13,0.0,0.03,0.03,0.0,0.0,0.56,0.22,0.28,0.06,0.22,0.38,25.0,0.63,0.19,0.44,0.22,0.81,0.0,38.1,2.66,15.9,20.1,6.13,3.47,32.4,55.9,24.0,141.1,2.31,57.7,1.69,0.84,3.72,1.81,30.0,7.56,1.66,02.09,0.69,0.0,0.0,0.0,2.66,04.03,3.59,52.9,Pressing Forward
2023-2024,Alessandro Zanoli,"DF,FW",Napoli,it Serie A,it ITA,22,4,0,52,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,66.7,61.7,5.0,0.0,0.0,0.0,0.0,55.0,82.5,878.3,185.0,23.3,26.7,87.5,25.0,31.7,78.9,3.33,3.33,100.0,0.0,3.33,0.0,0.0,6.67,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,0.0,78.3,16.7,35.0,26.7,0.0,3.33,0.0,100.0,43.3,255.0,3.33,156.7,1.67,0.0,3.33,0.0,48.3,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,Full-Back
2023-2024,Alessandro Zanoli,DF,Salernitana,it Serie A,it ITA,22,17,10,921,10.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.29,0.0,0.0,0.02,0.02,0.18,0.09,0.02,0.19,4.41,0.29,0.1,33.3,0.0,0.0,12.7,0.0,0.06,-0.02,42.5,34.9,7.65,0.29,0.1,1.76,0.0,31.6,74.2,460.4,179.2,18.4,20.6,89.5,9.9,13.8,71.6,1.76,4.51,39.1,1.18,1.96,0.69,0.2,2.75,0.39,2.94,0.0,0.0,0.0,0.0,2.35,1.96,0.2,0.0,0.1,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.57,1.27,0.88,0.69,0.0,1.18,58.3,0.98,0.2,0.78,0.1,1.67,0.0,51.8,12.3,23.1,17.0,1.86,2.35,25.0,70.8,24.9,152.3,2.65,72.8,1.27,0.59,0.78,0.39,31.9,4.41,0.49,0.39,0.1,0.0,0.0,0.1,2.55,0.69,1.18,36.8,Full-Back
2023-2024,Nicolò Zaniolo,"FW,MF",Aston Villa,eng Premier League,it ITA,24,25,9,839,9.3,0.22,0.0,0.22,0.22,0.21,0.0,0.0,0.75,0.0,0.0,0.28,0.28,0.11,0.08,-0.11,0.39,6.45,2.9,01.08,37.0,0.07,0.2,14.0,0.0,0.09,-0.06,24.5,24.2,0.22,0.0,0.0,2.47,0.11,16.1,65.8,230.2,59.1,10.1,12.8,79.0,4.73,6.67,71.0,0.65,1.61,40.0,01.08,1.83,0.54,0.0,3.23,0.22,1.94,0.0,0.0,0.0,0.0,3.23,2.15,0.0,0.22,0.65,0.11,0.11,0.32,0.32,0.0,0.0,0.0,0.0,0.0,02.04,0.97,01.08,0.75,0.22,1.83,52.9,1.4,0.0,1.4,0.11,1.18,0.0,43.2,5.7,18.4,19.8,6.45,5.16,27.1,62.5,28.8,199.4,3.76,98.4,1.72,1.61,3.33,3.87,30.5,6.45,2.58,2.26,0.0,0.0,0.0,0.0,3.87,0.75,1.51,33.3,Inverted Winger
2023-2024,Andre-Frank Zambo Anguissa,MF,Napoli,it Serie A,cm CMR,27,34,32,"2,786",31.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.11,0.11,0.1,0.1,-0.03,0.2,4.48,01.06,0.19,18.2,0.0,0.0,16.6,0.0,0.1,-0.11,59.3,58.2,01.03,0.58,0.13,0.77,0.13,51.7,87.2,739.7,180.4,30.6,33.6,91.2,16.6,18.7,88.9,2.29,3.19,71.7,1.23,4.74,0.9,0.19,5.26,0.13,0.65,0.0,0.0,0.0,0.0,2.87,2.71,0.03,0.03,0.06,0.03,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.97,01.06,0.68,0.94,0.35,2.23,49.3,1.29,0.16,1.13,0.9,0.61,0.03,69.3,9.23,40.7,20.2,1.9,1.97,41.0,50.8,39.5,193.9,1.39,76.6,2.1,0.32,1.81,1.0,54.0,4.48,1.32,1.23,0.1,0.0,0.0,0.0,5.61,1.48,1.45,50.5,
2023-2024,Nicola Zalewski,"DF,FW",Roma,it Serie A,pl POL,21,22,10,968,10.8,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.28,0.09,0.09,0.07,0.07,0.15,0.14,-0.06,0.23,5.74,1.48,0.09,6.3,0.0,0.0,19.8,0.0,0.05,-0.07,43.6,37.6,5.83,0.83,0.0,2.13,0.19,33.1,76.0,565.9,138.2,16.2,17.2,94.1,12.9,17.3,74.3,3.52,5.74,61.3,1.57,1.76,1.94,0.56,03.06,0.37,3.52,0.09,0.0,0.09,0.0,3.43,2.13,0.19,0.46,0.28,0.37,0.0,0.28,0.19,0.0,0.0,0.09,0.0,0.0,1.85,1.3,0.93,0.83,0.09,02.04,36.4,1.11,0.37,0.74,0.83,1.57,0.0,53.8,12.9,23.1,18.5,2.87,3.33,44.4,38.9,30.1,228.8,5.0,121.1,2.13,1.48,1.67,0.83,34.6,5.74,1.3,2.5,0.09,0.0,0.0,0.0,4.35,0.93,0.74,55.6,Inverted Winger
2023-2024,Joseba Zaldúa,DF,Cádiz,es La Liga,es ESP,31,13,9,704,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.06,0.12,-0.06,0.08,4.23,0.13,0.0,0.0,0.0,0.0,34.5,0.0,0.01,0.00,32.2,25.8,6.28,0.26,0.0,0.9,0.13,23.3,72.5,370.8,151.5,12.2,13.7,88.8,9.36,12.4,75.3,1.28,4.36,29.4,0.64,1.41,0.9,0.51,1.92,0.0,2.18,0.0,0.0,0.0,0.0,1.41,1.15,0.13,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,2.56,1.54,2.18,0.26,0.13,2.69,61.9,0.77,0.51,0.26,0.26,2.56,0.0,41.0,14.1,15.0,12.1,01.03,0.64,40.0,40.0,19.0,79.1,0.9,31.7,0.9,0.26,0.9,0.38,19.9,4.23,1.79,0.51,0.26,0.0,0.0,0.13,03.08,1.28,0.64,66.7,
2023-2024,Arsen Zakharyan,"MF,FW",Real Sociedad,es La Liga,ru RUS,20,29,15,"1,228",13.6,0.07,0.15,0.22,0.07,0.22,0.0,0.0,0.07,0.0,0.0,0.18,0.18,0.15,0.17,-0.01,0.33,6.47,2.43,0.66,27.3,0.03,0.11,21.6,0.44,0.07,-0.10,39.9,34.3,5.0,1.1,0.22,0.96,0.59,27.9,69.9,435.5,132.0,16.3,18.8,86.3,8.31,11.5,72.4,2.5,6.25,40.0,1.91,2.28,0.96,0.15,3.46,0.44,5.51,3.46,1.84,1.4,0.0,4.26,1.99,1.4,0.37,0.37,0.15,0.0,0.29,0.15,0.07,0.0,0.07,0.0,0.0,1.62,1.1,0.59,0.81,0.22,1.62,40.9,1.18,0.0,1.18,0.29,0.74,0.0,50.8,5.59,21.0,24.3,2.13,2.13,34.5,51.7,28.0,136.3,02.06,75.6,1.62,0.59,1.84,0.44,34.3,6.47,1.54,0.81,0.22,0.0,0.0,0.0,3.82,0.81,1.54,34.4,Inverted Winger
2023-2024,Denis Zakaria,"MF,DF",Monaco,fr Ligue 1,ch SUI,26,25,24,"2,137",23.7,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.55,0.08,0.08,0.06,0.06,0.05,0.05,-0.05,0.11,0.97,1.1,0.42,38.5,0.15,0.4,21.6,0.0,0.05,0.11,50.0,48.9,1.5,0.93,0.08,0.59,0.0,45.6,91.3,795.1,251.5,19.5,21.2,92.2,21.7,23.1,94.0,3.12,3.88,80.4,0.46,4.3,0.42,0.17,4.51,0.13,0.38,0.0,0.0,0.0,0.0,1.52,1.1,0.0,0.13,0.17,0.0,0.13,0.13,0.08,0.0,0.04,0.0,0.0,0.0,1.6,1.14,0.46,0.84,0.3,1.27,40.0,1.65,0.55,1.1,1.98,1.73,0.0,60.4,16.9,35.9,8.65,0.89,1.65,74.4,23.1,47.1,244.6,1.14,116.7,1.65,0.17,1.27,0.51,41.8,0.97,1.39,0.55,0.0,0.0,0.04,0.0,6.96,0.42,0.59,41.7,Ball Winning Midfielder
2023-2024,Warren Zaïre-Emery,"MF,DF",Paris S-G,fr Ligue 1,fr FRA,17,26,21,"1,962",21.8,0.09,0.14,0.23,0.09,0.23,0.0,0.0,0.18,0.0,0.0,0.06,0.06,0.15,0.15,-0.01,0.21,4.13,0.64,0.18,28.6,0.14,0.5,17.9,0.0,0.1,0.03,65.5,62.7,2.57,0.64,0.09,1.1,0.23,60.1,91.8,896.4,183.5,31.7,34.1,93.0,23.7,25.1,94.5,1.88,2.11,89.1,0.96,5.55,0.96,0.09,5.32,0.37,0.37,0.0,0.0,0.0,0.0,2.75,2.48,0.0,0.23,0.0,0.0,0.05,0.46,0.41,0.0,0.05,0.0,0.0,0.0,2.34,1.28,0.83,1.1,0.41,2.34,54.9,1.47,0.37,1.1,0.69,01.01,0.09,75.3,12.0,40.1,24.0,1.61,1.79,41.0,53.8,61.1,322.8,2.48,142.1,2.8,0.55,1.38,1.56,59.4,4.13,0.96,1.38,0.05,0.0,0.05,0.0,5.14,0.32,0.87,26.9,Deep Lying Playmaker
2023-2024,Yoram Zague,DF,Paris S-G,fr Ligue 1,fr FRA,17,5,4,373,4.1,0.24,0.0,0.24,0.24,0.24,0.0,0.0,0.24,0.0,0.0,0.07,0.07,0.12,0.05,-0.12,0.2,0.98,0.49,0.24,50.0,0.5,1.0,19.3,0.0,0.15,0.17,81.5,74.9,6.34,0.49,0.0,0.98,0.24,74.1,91.0,1249.8,243.2,34.4,35.9,95.9,34.4,36.6,94.0,4.15,6.34,65.4,0.73,07.07,0.24,0.0,3.17,0.0,0.49,0.0,0.0,0.0,0.0,1.71,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,1.95,2.68,0.98,0.73,5.85,45.8,0.73,0.0,0.73,0.98,2.2,0.24,91.5,26.1,53.7,12.4,0.73,0.98,50.0,25.0,72.4,319.5,0.49,147.8,1.71,0.0,0.49,0.24,67.6,0.98,1.22,0.73,0.0,0.0,0.0,0.0,6.1,0.0,1.95,0.0,Full-Back
2023-2024,Dan-Axel Zagadou,DF,Stuttgart,de Bundesliga,fr FRA,24,19,16,"1,453",16.1,0.06,0.0,0.06,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.02,0.04,-0.02,0.08,0.19,0.68,0.12,18.2,0.09,0.5,11.0,0.0,0.09,0.00,84.5,82.0,2.48,1.24,0.06,0.06,0.06,73.2,86.6,1341.9,528.8,28.2,30.6,92.1,37.2,41.1,90.6,6.65,10.8,61.5,0.19,3.85,0.19,0.0,4.66,0.25,0.0,0.0,0.0,0.0,0.0,0.62,0.5,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,1.3,0.87,0.99,0.31,0.0,0.5,50.0,1.43,1.12,0.31,1.24,4.84,0.06,95.2,44.3,48.8,2.48,1.18,0.25,75.0,25.0,60.1,285.9,0.12,140.6,0.31,0.0,0.31,0.06,67.6,0.19,01.06,0.19,0.06,0.0,0.0,0.06,6.77,3.73,0.81,82.2,Ball Playing Defender
2023-2024,Mattia Zaccagni,"FW,MF",Lazio,it Serie A,it ITA,28,28,24,"1,956",21.7,0.28,0.05,0.32,0.28,0.32,0.0,0.0,0.37,0.0,0.0,0.22,0.22,0.13,0.15,-0.09,0.35,9.63,1.94,0.6,31.0,0.14,0.46,17.6,0.14,0.12,0.06,41.4,37.9,3.41,01.01,0.09,1.38,0.09,32.8,79.1,473.8,98.2,19.7,21.7,90.9,9.59,12.3,78.2,1.98,3.87,51.2,1.34,1.66,1.2,0.23,2.53,0.23,3.27,1.47,0.55,0.41,0.0,3.41,1.98,0.6,0.37,0.32,0.14,0.0,0.37,0.09,0.05,0.0,0.14,0.09,0.0,1.24,0.74,0.51,0.69,0.05,0.97,42.9,1.2,0.09,1.11,0.97,0.69,0.0,53.6,5.94,22.7,26.3,3.64,5.25,47.4,32.5,36.0,260.1,04.06,139.0,2.95,1.38,2.21,1.75,41.9,9.63,1.34,3.64,0.32,0.05,0.0,0.0,3.55,0.51,0.55,47.8,Inverted Winger
