Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance, Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role
2022-2023,Robin Zentner,GK,Mainz 05,de Bundesliga,de GER,27,26,26,"2,34",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,-0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,33.4,23.05,9.81,2.35,0.0,0.0,0.08,20.5,61.3,673.3,513.4,2.42,2.42,100.0,9.12,9.38,97.1,8.92,21.5,41.5,0.04,1.0,0.04,0.0,0.23,0.04,0.0,0.0,0.0,0.0,0.0,0.35,0.12,0.23,0.0,0.0,0.0,0.0,0.08,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.65,0.04,36.2,35.3,0.73,0.19,0.15,0.0,0.0,0.0,20.0,114.0,0.0,64.5,0.0,0.0,0.04,0.0,12.8,0.04,0.0,0.12,0.0,0.0,0.0,0.0,1.65,0.62,0.0,100.0,Sweeper Keeper
2022-2023,Arber Zeneli,"FW,MF",Reims,fr Ligue 1,xk KVX,27,23,12,1,11.1,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.28,0.21,-0.1,0.47,10.6,2.79,0.54,19.4,0.0,0.0,20.8,0.45,0.07,-0.19,38.7,32.3,6.31,1.26,0.36,1.35,0.18,27.2,70.2,405.1,136.4,16.2,19.7,82.2,8.11,11.7,69.2,1.71,4.41,38.8,1.98,2.16,1.71,0.09,4.59,0.0,4.5,3.24,1.62,0.99,0.0,4.23,2.52,0.72,0.54,0.27,0.18,0.0,0.63,0.45,0.0,0.0,0.09,0.09,0.0,0.81,0.27,0.27,0.27,0.27,1.08,41.7,0.72,0.0,0.72,0.18,0.18,0.0,54.2,4.95,19.8,30.5,5.05,5.41,28.3,63.3,38.7,282.6,4.05,121.4,2.52,2.61,4.23,2.07,35.9,10.6,0.63,1.8,0.27,0.09,0.0,0.0,5.23,0.36,0.72,33.3,Winger
2022-2023,Jordan Zemura,DF,Bournemouth,eng Premier League,zw ZIM,22,19,17,"1,454",16.2,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.02,0.02,0.12,0.13,-0.06,0.14,2.96,0.25,0.0,0.0,0.0,0.0,12.9,0.0,0.1,-0.02,36.7,28.08,7.84,0.49,0.0,1.85,0.06,26.1,71.2,377.6,200.4,14.9,17.5,85.2,8.21,11.5,71.1,1.42,3.4,41.8,1.11,1.98,0.74,0.31,2.78,0.06,1.11,0.0,0.0,0.0,0.0,2.22,1.54,0.0,0.43,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.41,1.48,1.48,0.86,0.06,2.72,52.3,1.91,0.56,1.36,0.99,1.98,0.0,49.9,18.6,18.3,13.7,1.91,2.65,48.8,41.9,23.1,144.8,2.41,76.2,1.79,0.62,2.16,0.99,25.2,2.96,1.5,0.86,0.0,0.0,0.06,0.0,4.81,0.43,0.68,38.9,Wing-Back
2022-2023,Aaron Zehnter,DF,Augsburg,de Bundesliga,de GER,17,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Winger
2022-2023,Mehdi Zeffane,"DF,MF",Clermont Foot,fr Ligue 1,dz ALG,30,18,7,658,7.3,0.14,0.14,0.27,0.14,0.27,0.0,0.0,0.14,0.0,0.0,0.15,0.15,0.1,0.08,0.04,0.25,4.25,1.1,0.27,25.0,0.13,0.5,20.1,0.0,0.14,-0.01,37.4,35.6,1.64,0.14,0.0,1.23,0.14,27.5,73.6,471.6,138.2,12.7,15.6,81.6,11.1,14.8,75.0,2.88,5.07,56.8,1.23,1.92,0.96,0.41,2.47,0.14,3.29,0.14,0.14,0.0,0.0,2.5,1.64,0.14,0.14,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.64,0.96,0.68,0.96,0.0,2.88,19.0,1.92,0.82,1.1,3.01,1.64,0.0,49.3,10.8,24.4,15.1,1.51,1.23,44.4,55.6,35.9,164.5,1.23,70.0,1.1,0.41,1.78,0.14,30.5,4.25,0.55,0.41,0.14,0.0,0.0,0.0,4.93,0.41,1.1,27.3,Wing-Back
2022-2023,Marvin Zeegelaar,DF,Udinese,it Serie A,nl NED,31,7,4,353,3.9,0.26,0.0,0.26,0.26,0.25,0.0,0.0,0.77,0.26,0.26,0.05,0.05,0.05,0.03,-0.05,0.1,2.82,0.77,0.26,33.3,0.33,1.0,11.7,0.0,0.07,0.21,47.9,42.3,5.64,0.77,0.0,0.0,0.0,39.2,81.8,650.0,220.5,19.0,22.3,85.1,17.2,19.2,89.3,2.31,4.62,50.0,1.03,1.54,0.77,0.26,2.31,0.51,1.3,0.0,0.0,0.0,0.0,1.28,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.03,1.54,0.51,0.0,1.03,75.0,0.51,0.0,0.51,0.77,1.28,0.0,57.2,23.1,23.1,12.1,1.79,2.56,80.0,10.0,32.3,127.4,1.54,60.0,0.51,0.26,2.05,1.03,35.6,2.82,3.33,0.26,0.26,0.0,0.0,0.0,4.1,2.05,0.51,80.0,Full-Back
2022-2023,Deyovaisio Zeefuik,DF,Hellas Verona,it Serie A,nl NED,24,1,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,70.0,60.0,10.0,0.0,0.0,0.0,0.0,50.0,71.4,830.0,140.0,20.0,20.0,100.0,30.0,30.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,60.0,30.0,20.0,10.0,0.0,100.0,60.0,240.0,10.0,40.0,0.0,10.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Wing-Back
2022-2023,Karim Zedadka,FW,Napoli,it Serie A,fr FRA,22,3,0,20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,80.0,50.0,30.0,15.0,0.0,5.0,0.0,55.0,68.8,905.0,75.0,40.0,45.0,88.9,10.0,25.0,40.0,5.0,5.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,20.0,50.0,30.0,10.0,5.0,0.0,0.0,65.0,315.0,5.0,140.0,0.0,5.0,5.0,0.0,75.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,50.0,Inverted Winger
2022-2023,Akim Zedadka,"DF,MF",Lille,fr Ligue 1,dz ALG,27,8,4,354,3.9,0.26,0.0,0.26,0.26,0.25,0.0,0.0,0.26,0.0,0.0,0.1,0.1,0.13,0.21,-0.13,0.23,4.62,0.77,0.26,33.3,0.33,1.0,15.3,0.0,0.13,0.15,56.9,49.7,7.18,1.03,0.0,1.03,0.0,47.4,83.3,779.0,209.0,20.3,22.8,88.8,21.8,24.9,87.6,2.56,5.38,47.6,1.28,2.05,1.79,0.26,3.85,0.51,1.79,0.0,0.0,0.0,0.0,1.79,1.54,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.26,0.0,0.0,0.51,0.0,0.77,0.0,0.77,0.51,1.54,0.0,64.6,18.2,29.5,17.7,1.79,2.05,37.5,50.0,48.2,245.6,1.54,133.1,2.05,0.26,1.03,0.77,44.4,4.62,1.28,2.5,0.26,0.0,0.0,0.0,6.15,1.28,1.28,50.0,Winger
2022-2023,Akim Zedadka,DF,Auxerre,fr Ligue 1,dz ALG,27,20,19,"1,599",17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.02,0.02,0.07,0.07,-0.07,0.09,3.99,0.51,0.0,0.0,0.0,0.0,19.6,0.0,0.04,-0.02,39.7,31.2,8.43,0.79,0.06,1.24,0.11,30.5,76.8,475.6,161.0,15.3,18.3,83.7,12.5,15.9,78.4,1.57,3.26,48.3,0.79,1.97,0.84,0.51,2.87,0.06,2.13,0.0,0.0,0.0,0.0,1.69,1.35,0.17,0.11,0.0,0.0,0.06,0.11,0.06,0.06,0.0,0.0,0.0,0.0,1.97,1.18,1.18,0.56,0.22,1.8,56.3,0.96,0.17,0.79,1.29,2.87,0.06,51.7,16.7,22.4,13.0,1.18,1.97,25.7,62.9,30.7,184.7,1.4,75.8,0.9,0.22,1.52,0.96,26.5,3.99,1.29,1.52,0.0,0.0,0.11,0.0,5.34,1.35,1.29,51.1,Winger
2022-2023,Oier Zarraga,MF,Athletic Club,es La Liga,es ESP,23,26,6,852,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.14,0.14,0.12,0.12,-0.12,0.25,3.37,1.89,0.53,27.8,0.0,0.0,24.6,0.0,0.07,-0.14,39.9,38.3,1.26,0.84,0.11,1.16,0.32,30.9,77.6,492.1,126.4,16.2,18.6,87.0,12.6,16.1,78.4,1.68,2.53,66.7,1.26,3.79,0.95,0.42,3.89,0.11,3.5,0.21,0.0,0.21,0.0,2.63,1.79,0.42,0.0,0.32,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.95,0.53,0.74,0.21,2.11,40.0,0.74,0.0,0.74,1.05,0.53,0.0,47.1,6.32,24.1,17.7,1.26,0.74,71.4,28.6,28.05,163.1,1.26,80.6,1.58,0.21,0.63,0.95,32.0,3.37,1.79,1.26,0.0,0.0,0.0,0.0,5.89,0.95,1.26,42.9,Ball Winning Midfielder
2022-2023,Davide Zappacosta,DF,Atalanta,it Serie A,it ITA,30,21,18,"1,471",16.3,0.25,0.12,0.37,0.25,0.37,0.0,0.0,0.25,0.0,0.0,0.09,0.09,0.1,0.09,0.02,0.2,6.2,1.53,0.61,40.0,0.16,0.4,16.6,0.0,0.06,0.15,56.7,44.1,12.5,0.67,0.0,1.35,0.12,47.3,83.4,662.9,209.9,28.3,30.3,93.5,15.8,19.6,80.9,1.6,2.94,54.2,0.92,2.33,0.86,0.55,3.37,0.0,3.62,0.31,0.31,0.0,0.0,2.39,1.6,0.37,0.18,0.12,0.06,0.06,0.49,0.31,0.06,0.06,0.06,0.0,0.0,2.09,1.1,1.04,0.74,0.31,1.35,68.2,1.41,0.12,1.29,0.55,0.98,0.0,68.8,16.0,25.5,28.0,3.44,3.5,29.8,57.9,37.2,224.5,2.94,116.1,2.39,1.1,1.6,0.86,42.5,6.2,1.1,0.8,0.12,0.0,0.0,0.0,5.52,0.12,0.49,20.0,Wing-Back
2022-2023,Duván Zapata,FW,Atalanta,it Serie A,co COL,31,25,16,"1,39",15.4,0.13,0.13,0.26,0.13,0.26,0.0,0.0,0.06,0.0,0.0,0.25,0.25,0.07,0.08,0.06,0.33,9.09,2.66,0.52,19.5,0.05,0.25,15.6,0.0,0.1,-0.12,26.8,24.05,2.01,0.06,0.0,0.91,0.26,18.2,68.2,283.8,52.3,10.1,13.5,75.0,5.91,8.31,71.1,1.56,2.34,66.7,1.1,1.23,0.91,0.26,2.6,0.39,1.88,0.06,0.0,0.0,0.0,2.99,2.27,0.0,0.32,0.06,0.26,0.06,0.45,0.26,0.0,0.06,0.06,0.06,0.0,0.52,0.26,0.06,0.19,0.26,0.32,60.0,0.39,0.13,0.26,0.26,1.1,0.06,38.8,2.08,16.4,20.7,6.04,2.92,44.4,35.6,25.9,142.6,2.27,48.8,1.3,1.36,3.44,2.92,31.9,9.09,1.1,2.4,0.45,0.06,0.0,0.0,2.73,2.73,2.79,49.4,Pressing Forward
2022-2023,Mattia Zanotti,DF,Inter,it Serie A,it ITA,19,2,0,27,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,-0.33,0.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,26.7,23.03,3.33,0.0,0.0,0.0,0.0,20.0,75.0,240.0,103.3,13.3,20.0,66.7,6.67,6.67,100.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,6.67,0.0,6.67,0.0,0.0,0.0,43.3,13.3,10.0,23.3,3.33,0.0,0.0,0.0,16.7,56.7,3.33,43.3,3.33,0.0,3.33,0.0,13.3,6.67,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,3.33,0.0,Full-Back
2023-2024,Mateusz Łęgowski,MF,Salernitana,it Serie A,pl POL,20,29,10,"1,145",12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.02,0.02,0.02,0.03,-0.02,0.04,1.34,0.55,0.08,14.3,0.0,0.0,20.5,0.0,0.03,-0.02,29.8,29.1,0.55,0.39,0.08,1.34,0.08,23.0,77.2,336.1,99.3,13.3,15.4,86.2,7.48,9.45,79.2,1.26,2.44,51.6,0.55,2.36,0.39,0.08,2.91,0.16,0.47,0.0,0.0,0.0,0.0,1.42,1.18,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.94,0.63,0.94,0.24,2.05,42.3,1.02,0.16,0.87,0.55,1.26,0.0,39.7,9.45,22.3,8.74,0.87,1.65,28.6,57.1,20.9,120.2,1.26,59.6,1.02,0.24,1.57,0.94,23.1,1.34,1.89,0.79,0.16,0.0,0.0,0.0,4.72,1.02,1.26,44.8,Deep Lying Playmaker
2022-2023,Alessandro Zanoli,DF,Napoli,it Serie A,it ITA,21,1,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,10.0,10.0,100.0,0.0,0.0,13.0,0.0,0.06,-1.00,110.0,100.0,10.0,0.0,0.0,10.0,0.0,90.0,81.8,1250.0,200.0,40.0,50.0,80.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,140.0,50.0,60.0,30.0,10.0,0.0,0.0,0.0,70.0,550.0,10.0,450.0,10.0,10.0,0.0,0.0,110.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,Full-Back
2023-2024,Milan Đurić,FW,Monza,it Serie A,ba BIH,33,17,13,"1,257",14.0,0.29,0.07,0.36,0.29,0.36,0.0,0.0,0.14,0.0,0.0,0.21,0.21,0.05,0.01,0.02,0.26,2.21,1.86,0.43,23.1,0.15,0.67,10.7,0.0,0.11,0.07,19.4,19.1,0.29,0.0,0.0,0.36,0.0,10.0,51.5,121.4,17.9,6.64,11.1,59.6,2.5,6.14,40.7,0.0,0.21,0.0,0.36,0.21,0.14,0.0,0.57,0.0,0.07,0.0,0.0,0.0,0.0,0.93,0.57,0.0,0.0,0.36,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,0.0,0.29,50.0,0.43,0.14,0.29,0.0,1.93,0.0,27.2,3.64,16.2,7.43,2.64,0.29,50.0,50.0,11.2,32.7,0.14,7.71,0.14,0.07,1.71,1.0,23.1,2.21,1.64,1.86,0.07,0.0,0.0,0.0,2.07,6.14,2.86,68.3,Target Forward
2022-2023,Alessandro Zanoli,DF,Sampdoria,it Serie A,it ITA,21,22,16,"1,54",17.1,0.12,0.18,0.29,0.12,0.29,0.0,0.0,0.18,0.0,0.0,0.15,0.15,0.07,0.05,0.11,0.22,3.51,0.88,0.41,46.7,0.13,0.29,13.8,0.0,0.17,-0.04,40.9,34.7,6.14,0.7,0.0,1.35,0.06,31.3,76.4,513.0,160.2,15.5,17.3,89.8,12.8,16.3,78.5,2.28,4.68,48.8,0.82,1.11,0.76,0.41,2.11,0.12,1.93,0.0,0.0,0.0,0.0,2.5,1.46,0.12,0.41,0.06,0.0,0.0,0.18,0.12,0.0,0.06,0.0,0.0,0.0,1.29,0.82,0.82,0.35,0.12,0.99,47.1,1.11,0.88,0.23,0.7,2.28,0.0,50.4,19.1,19.8,12.5,1.29,2.63,60.0,26.7,26.6,162.6,2.92,97.1,1.35,0.58,0.88,0.53,30.5,3.51,0.23,0.58,0.0,0.0,0.0,0.0,4.62,0.58,1.11,34.5,Full-Back
2023-2024,Milan Đurić,FW,Hellas Verona,it Serie A,ba BIH,33,20,13,"1,204",13.4,0.37,0.07,0.45,0.3,0.37,0.07,0.22,0.15,0.0,0.0,0.34,0.16,0.09,0.04,-0.01,0.25,2.46,1.64,0.97,59.1,0.18,0.31,12.5,0.0,0.1,0.13,24.9,24.6,0.3,0.0,0.0,0.22,0.0,13.5,54.2,157.9,29.3,9.7,15.9,61.0,2.39,5.15,46.4,0.37,0.9,41.7,1.19,1.34,0.22,0.0,1.12,0.22,0.07,0.0,0.0,0.0,0.0,2.46,1.87,0.0,0.0,0.37,0.15,0.07,0.3,0.07,0.0,0.0,0.0,0.15,0.07,0.07,0.0,0.0,0.0,0.07,0.22,0.0,0.0,0.0,0.0,0.07,0.97,0.0,31.4,3.06,16.9,11.4,3.43,0.22,66.7,33.3,13.7,39.5,0.22,11.3,0.45,0.07,1.64,0.6,26.3,2.46,1.94,1.42,0.45,0.0,0.0,0.0,1.87,10.1,3.21,75.8,Target Forward
2022-2023,Nicolò Zaniolo,"MF,FW",Roma,it Serie A,it ITA,23,13,12,890,9.9,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.29,0.29,0.09,0.06,-0.09,0.38,6.97,2.83,0.71,25.0,0.04,0.14,17.2,0.0,0.1,-0.19,19.8,18.06,1.11,0.4,0.3,1.21,0.1,12.6,63.8,219.5,49.3,6.36,8.59,74.1,4.65,6.77,68.7,1.52,2.63,57.7,0.81,1.01,0.71,0.1,1.92,0.61,2.2,0.51,0.4,0.1,0.0,2.73,1.92,0.0,0.1,0.4,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.71,0.51,0.2,0.4,0.1,0.71,28.6,1.11,0.0,1.11,0.2,0.0,0.0,34.7,3.64,15.5,16.7,4.55,4.75,21.3,61.7,24.8,171.2,3.43,84.7,2.73,1.01,3.94,3.54,27.0,6.97,2.22,3.23,0.4,0.0,0.0,0.0,3.94,0.51,0.81,38.5,Inverted Winger
2023-2024,Martin Ødegaard,MF,Arsenal,eng Premier League,no NOR,24,35,35,"3,091",34.3,0.23,0.29,0.52,0.17,0.47,0.06,0.06,0.06,0.0,0.0,0.22,0.17,0.28,0.33,0.01,0.45,5.89,2.19,0.61,28.0,0.08,0.29,20.2,0.12,0.08,0.01,58.5,55.0,3.0,1.6,1.14,1.11,0.47,49.3,84.3,751.6,230.3,26.4,28.9,91.4,18.5,21.7,85.3,2.65,4.08,65.0,2.97,4.66,3.79,0.38,10.0,0.09,2.24,0.76,0.61,0.03,0.0,6.41,5.19,0.5,0.23,0.29,0.17,0.03,0.67,0.52,0.06,0.0,0.06,0.03,0.0,1.43,0.5,0.52,0.61,0.29,1.69,29.3,0.67,0.03,0.64,0.44,0.15,0.0,67.8,7.11,27.0,34.2,4.81,2.36,45.7,46.9,45.6,238.8,2.65,102.4,2.42,1.08,1.55,1.69,53.3,5.89,0.87,1.05,0.09,0.03,0.0,0.0,4.61,0.09,0.26,25.0,Advanced Playmaker
2022-2023,Luca Zanimacchia,"MF,FW",Cremonese,it Serie A,it ITA,24,15,9,746,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.14,0.14,0.11,0.12,-0.11,0.24,8.43,2.29,0.48,21.1,0.0,0.0,19.9,0.24,0.06,-0.14,37.6,32.7,4.82,0.96,0.0,1.08,0.12,25.7,68.3,389.2,112.3,14.7,18.7,78.7,8.19,12.3,66.7,2.17,4.46,48.6,1.69,1.45,1.45,0.24,3.13,0.12,5.54,2.53,1.8,1.2,0.0,3.98,2.29,0.72,0.12,0.36,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,1.57,1.33,0.72,0.48,2.53,38.1,1.08,0.0,1.08,1.08,0.6,0.0,50.1,6.51,18.8,25.4,3.98,1.69,35.7,57.1,25.01,163.4,2.65,71.7,2.41,0.96,2.41,1.45,29.2,8.43,1.8,1.2,0.24,0.12,0.0,0.0,5.78,0.36,1.2,23.1,Inverted Winger
2023-2024,Lovro Zvonarek,"FW,MF",Bayern Munich,de Bundesliga,hr CRO,18,5,1,163,1.8,0.56,0.0,0.56,0.56,0.55,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.11,0.17,-0.11,0.17,5.0,0.56,0.56,100.0,1.0,1.0,16.8,0.0,0.07,0.50,33.3,32.8,0.56,0.0,0.56,1.11,0.0,27.8,83.3,425.6,68.3,11.1,12.8,87.0,13.9,16.1,86.2,1.11,1.11,100.0,1.11,2.78,0.56,0.0,3.89,0.0,0.56,0.0,0.0,0.0,0.0,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,1.67,0.0,1.67,0.0,1.11,0.0,40.6,5.0,21.1,14.4,4.44,1.67,33.3,66.7,23.9,115.0,3.89,47.8,0.56,2.22,1.67,0.56,30.6,5.0,1.67,0.0,0.56,0.0,0.0,0.0,3.33,1.11,2.78,28.6,Inverted Winger
2022-2023,Oliver Zandén,"DF,MF",Toulouse,fr Ligue 1,se SWE,20,5,1,146,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,-0.06,0.06,7.5,1.25,0.63,50.0,0.0,0.0,17.6,0.0,0.01,0.00,44.4,36.3,8.13,1.25,0.0,1.88,0.0,29.4,66.2,480.0,199.4,13.8,19.4,71.0,12.5,19.4,64.5,1.88,3.75,50.0,1.25,3.75,1.25,0.63,3.75,0.0,3.75,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.63,0.63,0.0,0.63,3.13,40.0,0.0,0.0,0.0,0.63,4.38,0.0,55.6,15.6,19.4,20.6,1.88,3.75,50.0,33.3,31.9,156.9,2.5,75.6,0.0,0.0,1.88,0.0,28.1,7.5,1.88,3.75,0.0,0.0,0.0,0.0,5.0,0.63,1.25,33.3,Wing-Back
2023-2024,Szymon Żurkowski,MF,Empoli,it Serie A,pl POL,25,13,10,868,9.6,0.42,0.0,0.42,0.42,0.41,0.0,0.0,0.42,0.0,0.0,0.1,0.1,0.01,0.02,-0.01,0.11,3.85,1.67,0.63,37.5,0.25,0.67,18.1,0.0,0.06,0.31,25.5,24.9,0.52,0.1,0.0,0.73,0.1,20.1,78.8,300.6,67.6,11.1,13.4,82.9,7.71,9.48,81.3,0.73,1.25,58.3,0.42,1.98,0.52,0.1,2.08,0.0,0.63,0.0,0.0,0.0,0.0,1.77,1.04,0.0,0.1,0.1,0.42,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.56,0.63,0.52,0.83,0.21,1.56,33.3,0.52,0.1,0.42,0.63,1.15,0.0,36.6,5.83,19.7,11.6,1.46,1.56,26.7,60.0,21.6,121.0,1.77,58.4,1.56,0.21,1.98,1.98,23.0,3.85,1.98,1.77,0.21,0.0,0.0,0.0,3.85,0.73,1.77,29.2,Mezzala
